,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
139,4000.0,4000.0, 36 ,0.1298,134.74,3.0,< 1 year,MORTGAGE,32400.0,Source Verified,2010.0,debt_consolidation,CA,2.15,0.0,0.0,4.0,0.0,3172.0,0.738,5.0,1.0
140,3000.0,3000.0, 36 ,0.11109999999999999,98.38,2.0,3 years,MORTGAGE,75000.0,Not Verified,2011.0,car,MD,17.04,0.0,0.0,13.0,0.0,7552.0,0.812,29.0,1.0
141,3000.0,3000.0, 36 ,0.17489999999999997,107.7,4.0,10+ years,MORTGAGE,60000.0,Not Verified,2011.0,small_business,AZ,24.48,0.0,0.0,8.0,0.0,21546.0,0.958,13.0,1.0
142,35000.0,26650.0, 36 ,0.0849,841.16,1.0,6 years,RENT,77100.0,Verified,2011.0,small_business,NY,0.2,0.0,0.0,6.0,0.0,13.0,0.0,13.0,1.0
143,12000.0,12000.0, 60 ,0.1075,259.42,2.0,3 years,RENT,45000.0,Source Verified,2010.0,debt_consolidation,CA,10.11,0.0,1.0,9.0,0.0,8230.0,0.21600000000000003,12.0,1.0
144,16800.0,16800.0, 36 ,0.1099,549.94,2.0,7 years,MORTGAGE,80000.0,Verified,2011.0,debt_consolidation,MD,24.71,1.0,0.0,15.0,0.0,16250.0,0.17800000000000002,27.0,1.0
145,5400.0,5400.0, 36 ,0.1149,178.05,2.0,3 years,RENT,24000.0,Source Verified,2011.0,debt_consolidation,PA,17.2,0.0,1.0,7.0,0.0,5246.0,0.41,8.0,1.0
146,4000.0,4000.0, 36 ,0.0662,122.82,1.0,10+ years,RENT,47088.0,Source Verified,2011.0,car,PA,10.17,0.0,0.0,10.0,0.0,18467.0,0.375,38.0,1.0
147,25000.0,15550.0, 36 ,0.1149,512.71,2.0,1 year,MORTGAGE,110000.0,Verified,2010.0,credit_card,CA,18.48,0.0,0.0,7.0,0.0,94905.0,0.828,12.0,1.0
148,12000.0,12000.0, 36 ,0.0894,381.26,1.0,4 years,RENT,56000.0,Not Verified,2009.0,debt_consolidation,NJ,10.26,0.0,0.0,9.0,0.0,4553.0,0.152,19.0,1.0
149,9600.0,9600.0, 36 ,0.1479,331.81,3.0,3 years,MORTGAGE,67775.0,Not Verified,2011.0,credit_card,DE,18.73,0.0,1.0,8.0,0.0,9763.0,0.912,36.0,1.0
150,6000.0,6000.0, 36 ,0.1065,195.44,2.0,6 years,OWN,65000.0,Source Verified,2011.0,debt_consolidation,NJ,24.57,1.0,1.0,19.0,0.0,27533.0,0.45299999999999996,29.0,1.0
151,3600.0,3600.0, 36 ,0.079,112.65,1.0,8 years,MORTGAGE,52800.0,Source Verified,2011.0,major_purchase,TX,19.71,0.0,3.0,15.0,0.0,3909.0,0.134,16.0,1.0
152,15000.0,15000.0, 60 ,0.1595,364.38,4.0,4 years,MORTGAGE,36000.0,Verified,2010.0,debt_consolidation,TX,12.56,0.0,0.0,10.0,1.0,8272.0,0.537,20.0,1.0
153,21000.0,18350.0, 60 ,0.12990000000000002,417.43,3.0,1 year,MORTGAGE,59750.0,Verified,2011.0,home_improvement,WI,12.31,0.0,2.0,14.0,0.0,18513.0,0.142,41.0,1.0
154,1200.0,1200.0, 36 ,0.1038,38.94,2.0,4 years,RENT,16800.0,Verified,2010.0,home_improvement,CA,9.43,0.0,0.0,8.0,0.0,2776.0,0.386,13.0,1.0
155,7125.0,7125.0, 36 ,0.17579999999999998,256.09,4.0,7 years,RENT,25279.67,Not Verified,2011.0,credit_card,MN,16.8,0.0,0.0,3.0,0.0,11267.0,0.9309999999999999,12.0,1.0
156,7500.0,7500.0, 36 ,0.0849,236.73,1.0,4 years,RENT,50400.0,Verified,2011.0,car,CA,13.57,0.0,0.0,8.0,0.0,5458.0,0.337,27.0,0.0
157,2000.0,2000.0, 36 ,0.1059,65.09,2.0,2 years,RENT,32000.0,Not Verified,2011.0,debt_consolidation,NY,24.0,0.0,1.0,5.0,0.0,25506.0,0.871,18.0,0.0
159,7200.0,7200.0, 36 ,0.1505,249.78,4.0,4 years,OTHER,75000.0,Source Verified,2009.0,debt_consolidation,MA,8.0,1.0,0.0,4.0,0.0,17321.0,0.8759999999999999,11.0,1.0
160,1500.0,1500.0, 36 ,0.1442,51.58,4.0,2 years,RENT,75764.0,Verified,2009.0,car,WA,11.4,0.0,0.0,4.0,0.0,457.0,0.18,13.0,1.0
161,14000.0,14000.0, 60 ,0.1349,322.07,3.0,5 years,OWN,65500.0,Source Verified,2011.0,debt_consolidation,NY,23.87,0.0,3.0,9.0,0.0,21284.0,0.47600000000000003,48.0,1.0
162,12000.0,12000.0, 36 ,0.09630000000000001,385.14,1.0,1 year,RENT,85000.0,Verified,2009.0,small_business,CA,22.11,0.0,0.0,14.0,0.0,13073.0,0.165,33.0,1.0
163,14000.0,14000.0, 36 ,0.07490000000000001,435.43,1.0,10+ years,MORTGAGE,89000.0,Verified,2011.0,other,FL,26.44,0.0,2.0,17.0,0.0,24468.0,0.301,39.0,1.0
164,20000.0,20000.0, 36 ,0.1284,672.36,3.0,5 years,MORTGAGE,87988.32,Source Verified,2009.0,other,CA,1.95,0.0,1.0,4.0,0.0,45210.0,0.038,8.0,1.0
165,10000.0,10000.0, 36 ,0.1349,339.31,3.0,10+ years,MORTGAGE,50000.0,Not Verified,2011.0,credit_card,CA,5.88,1.0,2.0,5.0,0.0,8899.0,0.47600000000000003,15.0,1.0
166,5000.0,5000.0, 60 ,0.152,119.48,4.0,10+ years,MORTGAGE,80000.0,Source Verified,2010.0,debt_consolidation,NJ,10.66,1.0,2.0,7.0,0.0,3021.0,0.816,43.0,1.0
167,21000.0,21000.0, 60 ,0.1399,488.53,3.0,5 years,MORTGAGE,75000.0,Verified,2011.0,credit_card,CA,5.68,0.0,3.0,4.0,0.0,15155.0,0.344,14.0,1.0
168,6000.0,6000.0, 36 ,0.0603,182.62,1.0,5 years,MORTGAGE,59000.0,Not Verified,2011.0,other,OH,11.39,0.0,0.0,10.0,0.0,4389.0,0.154,26.0,1.0
169,10000.0,10000.0, 60 ,0.0849,205.12,1.0,10+ years,MORTGAGE,75600.0,Not Verified,2011.0,debt_consolidation,CA,10.43,0.0,0.0,12.0,0.0,4661.0,0.071,22.0,1.0
170,9950.0,9950.0, 36 ,0.0788,311.25,1.0,4 years,RENT,86000.0,Not Verified,2010.0,other,CA,4.79,0.0,0.0,14.0,0.0,28089.0,0.317,19.0,1.0
171,3975.0,3975.0, 36 ,0.1099,130.12,2.0,2 years,MORTGAGE,50000.0,Source Verified,2011.0,debt_consolidation,CA,20.83,0.0,0.0,8.0,0.0,5839.0,0.556,16.0,1.0
172,1250.0,1250.0, 36 ,0.1316,42.22,3.0,< 1 year,RENT,14400.0,Not Verified,2009.0,other,OH,21.33,1.0,1.0,9.0,0.0,1638.0,0.7120000000000001,13.0,0.0
174,15000.0,15000.0, 36 ,0.079,469.36,1.0,7 years,RENT,47000.0,Not Verified,2011.0,credit_card,CO,17.36,0.0,0.0,6.0,0.0,13451.0,0.6,18.0,1.0
175,8000.0,8000.0, 36 ,0.1,258.14,2.0,10+ years,MORTGAGE,70000.0,Source Verified,2011.0,debt_consolidation,FL,13.59,0.0,0.0,8.0,1.0,8454.0,0.748,13.0,1.0
176,5500.0,5500.0, 36 ,0.1427,188.7,3.0,5 years,RENT,24000.0,Not Verified,2011.0,credit_card,KS,22.8,0.0,1.0,7.0,0.0,9519.0,0.865,19.0,1.0
177,5100.0,5100.0, 36 ,0.12990000000000002,171.82,3.0,< 1 year,RENT,35368.0,Not Verified,2011.0,moving,MA,10.01,0.0,0.0,8.0,0.0,5121.0,0.7879999999999999,9.0,1.0
178,8000.0,8000.0, 60 ,0.10369999999999999,171.44,2.0,unknown,MORTGAGE,59400.0,Not Verified,2011.0,credit_card,KS,10.32,0.0,0.0,9.0,0.0,17933.0,0.723,25.0,0.0
179,13000.0,13000.0, 60 ,0.1595,315.79,4.0,2 years,MORTGAGE,59800.0,Verified,2010.0,debt_consolidation,MN,17.2,0.0,0.0,15.0,0.0,12474.0,0.784,33.0,0.0
180,15000.0,15000.0, 36 ,0.13849999999999998,511.56,3.0,3 years,MORTGAGE,88000.0,Not Verified,2010.0,debt_consolidation,NY,10.7,0.0,1.0,8.0,0.0,13838.0,0.935,27.0,1.0
181,8000.0,8000.0, 36 ,0.0662,245.63,1.0,2 years,RENT,50000.0,Not Verified,2011.0,credit_card,CA,16.03,0.0,0.0,5.0,0.0,8330.0,0.16,11.0,1.0
182,30000.0,19700.0, 60 ,0.1099,428.23,2.0,10+ years,RENT,165000.0,Verified,2011.0,credit_card,TX,15.48,0.0,0.0,13.0,0.0,23672.0,0.41200000000000003,46.0,1.0
183,15000.0,15000.0, 36 ,0.10619999999999999,488.4,2.0,3 years,MORTGAGE,30000.0,Not Verified,2010.0,debt_consolidation,MI,9.96,0.0,0.0,11.0,0.0,15076.0,0.26899999999999996,22.0,1.0
184,4600.0,4600.0, 36 ,0.1223,153.3,3.0,< 1 year,RENT,35880.0,Not Verified,2010.0,credit_card,PA,12.58,1.0,0.0,8.0,0.0,7034.0,0.67,15.0,1.0
185,2200.0,2200.0, 36 ,0.0999,70.98,2.0,5 years,RENT,80000.0,Not Verified,2011.0,debt_consolidation,GA,10.75,0.0,0.0,14.0,0.0,23775.0,0.752,23.0,1.0
186,20000.0,20000.0, 60 ,0.0999,424.85,2.0,8 years,MORTGAGE,70000.0,Not Verified,2010.0,debt_consolidation,WA,8.4,0.0,0.0,5.0,0.0,10246.0,0.732,25.0,1.0
187,8000.0,8000.0, 36 ,0.0599,243.34,1.0,3 years,MORTGAGE,65000.0,Source Verified,2011.0,debt_consolidation,IL,14.47,0.0,0.0,9.0,0.0,16249.0,0.243,20.0,1.0
188,1400.0,1400.0, 36 ,0.1,45.18,2.0,10+ years,RENT,48000.0,Verified,2011.0,debt_consolidation,NY,10.68,0.0,1.0,5.0,0.0,11519.0,0.893,17.0,0.0
189,2200.0,2200.0, 60 ,0.12689999999999999,49.71,2.0,< 1 year,RENT,32004.0,Source Verified,2011.0,major_purchase,CO,23.77,0.0,0.0,9.0,0.0,2947.0,0.601,13.0,1.0
190,4000.0,4000.0, 36 ,0.0599,121.67,1.0,10+ years,MORTGAGE,68000.0,Not Verified,2011.0,home_improvement,CA,19.41,0.0,1.0,9.0,0.0,11033.0,0.301,22.0,1.0
191,12000.0,9800.0, 60 ,0.1149,215.48,2.0,10+ years,MORTGAGE,45000.0,Not Verified,2011.0,credit_card,CA,3.87,0.0,0.0,8.0,1.0,5264.0,0.308,14.0,0.0
192,6000.0,6000.0, 36 ,0.1099,196.42,2.0,1 year,MORTGAGE,24000.0,Not Verified,2010.0,debt_consolidation,OK,7.3,0.0,3.0,9.0,0.0,6739.0,0.413,15.0,1.0
193,22000.0,22000.0, 60 ,0.1417,513.85,3.0,5 years,MORTGAGE,45034.08,Verified,2011.0,debt_consolidation,OK,20.52,0.0,2.0,16.0,0.0,16739.0,0.40299999999999997,34.0,1.0
194,18000.0,18000.0, 36 ,0.10369999999999999,583.95,2.0,1 year,MORTGAGE,110000.0,Verified,2011.0,debt_consolidation,VA,6.7,0.0,1.0,12.0,0.0,3967.0,0.08900000000000001,21.0,1.0
195,20000.0,20000.0, 36 ,0.1392,682.74,3.0,4 years,MORTGAGE,85000.0,Verified,2009.0,debt_consolidation,AZ,11.55,1.0,2.0,8.0,0.0,17250.0,0.7829999999999999,16.0,1.0
196,12000.0,12000.0, 60 ,0.1361,276.8,3.0,10+ years,MORTGAGE,55000.0,Verified,2010.0,credit_card,TX,16.36,0.0,0.0,10.0,0.0,12841.0,0.652,13.0,1.0
197,30000.0,30000.0, 60 ,0.16399999999999998,735.94,5.0,7 years,MORTGAGE,60000.0,Verified,2011.0,debt_consolidation,TX,20.26,0.0,0.0,16.0,0.0,25723.0,0.7120000000000001,54.0,1.0
198,5000.0,5000.0, 36 ,0.1242,167.08,2.0,< 1 year,RENT,40000.0,Not Verified,2011.0,wedding,FL,22.59,0.0,0.0,9.0,0.0,13091.0,0.823,26.0,1.0
199,6000.0,6000.0, 36 ,0.1199,199.26,2.0,2 years,OWN,35000.0,Source Verified,2011.0,debt_consolidation,NY,19.37,0.0,3.0,4.0,0.0,3712.0,0.28800000000000003,12.0,0.0
200,20000.0,20000.0, 60 ,0.20850000000000002,539.39,7.0,5 years,MORTGAGE,60000.0,Source Verified,2011.0,major_purchase,TX,6.44,1.0,0.0,4.0,0.0,13489.0,0.905,16.0,1.0
201,4000.0,4000.0, 36 ,0.1349,135.73,3.0,10+ years,RENT,70000.0,Not Verified,2011.0,debt_consolidation,TX,13.11,0.0,0.0,19.0,0.0,13182.0,0.354,39.0,1.0
202,9600.0,9600.0, 36 ,0.1199,318.82,2.0,7 years,MORTGAGE,62000.0,Source Verified,2011.0,credit_card,OH,17.46,1.0,0.0,10.0,0.0,44107.0,0.8109999999999999,19.0,1.0
203,8000.0,8000.0, 60 ,0.1558,192.77,4.0,4 years,RENT,18000.0,Not Verified,2010.0,car,NJ,0.07,1.0,3.0,4.0,0.0,30.0,0.013000000000000001,14.0,1.0
204,13000.0,13000.0, 36 ,0.0894,413.03,1.0,< 1 year,RENT,90000.0,Not Verified,2009.0,debt_consolidation,FL,8.77,0.0,2.0,9.0,0.0,13298.0,0.5429999999999999,38.0,1.0
205,3600.0,3600.0, 36 ,0.0692,111.03,1.0,4 years,MORTGAGE,55000.0,Not Verified,2011.0,debt_consolidation,WV,13.57,0.0,2.0,12.0,0.0,9639.0,0.466,30.0,1.0
206,12000.0,12000.0, 36 ,0.1099,392.81,2.0,10+ years,MORTGAGE,60000.0,Verified,2010.0,debt_consolidation,FL,3.3,0.0,0.0,14.0,0.0,7018.0,0.267,26.0,1.0
207,25000.0,25000.0, 60 ,0.2025,665.83,6.0,1 year,MORTGAGE,100000.0,Source Verified,2011.0,home_improvement,KY,17.41,2.0,3.0,14.0,0.0,6287.0,0.135,27.0,1.0
208,3500.0,3500.0, 60 ,0.0849,71.8,1.0,3 years,MORTGAGE,85000.0,Not Verified,2011.0,other,CA,6.37,0.0,0.0,6.0,0.0,0.0,0.0,11.0,1.0
209,18000.0,18000.0, 36 ,0.0662,552.67,1.0,2 years,MORTGAGE,78000.0,Not Verified,2011.0,debt_consolidation,TX,6.35,0.0,0.0,8.0,0.0,16136.0,0.25,13.0,1.0
210,18000.0,11725.0, 60 ,0.1273,265.17,3.0,7 years,RENT,60000.0,Source Verified,2010.0,debt_consolidation,NJ,7.18,0.0,2.0,4.0,0.0,2030.0,0.58,5.0,1.0
211,5000.0,5000.0, 36 ,0.0751,155.55,1.0,2 years,RENT,47000.0,Not Verified,2010.0,other,MA,12.77,0.0,0.0,6.0,0.0,7326.0,0.182,10.0,1.0
212,7500.0,7500.0, 36 ,0.1186,248.61,2.0,10+ years,RENT,30000.0,Verified,2010.0,major_purchase,CA,3.12,0.0,0.0,3.0,0.0,1400.0,0.121,15.0,0.0
213,9000.0,9000.0, 36 ,0.1114,295.24,2.0,< 1 year,RENT,24000.0,Not Verified,2010.0,debt_consolidation,CA,12.1,0.0,1.0,5.0,0.0,9107.0,0.632,12.0,1.0
214,25000.0,25000.0, 36 ,0.11710000000000001,826.9,2.0,8 years,MORTGAGE,76896.0,Verified,2011.0,debt_consolidation,FL,13.9,0.0,0.0,12.0,0.0,24916.0,0.76,33.0,1.0
215,9000.0,9000.0, 36 ,0.09630000000000001,288.85,1.0,1 year,MORTGAGE,43000.0,Not Verified,2009.0,debt_consolidation,MO,7.0,0.0,1.0,8.0,0.0,10232.0,0.306,19.0,1.0
216,4000.0,4000.0, 36 ,0.0859,126.45,1.0,2 years,RENT,84996.0,Source Verified,2009.0,other,NY,7.3,0.0,1.0,6.0,0.0,19817.0,0.6409999999999999,17.0,1.0
217,9725.0,9725.0, 36 ,0.12119999999999999,323.57,2.0,8 years,OWN,50000.0,Verified,2011.0,debt_consolidation,NY,24.69,0.0,2.0,8.0,0.0,25115.0,0.7959999999999999,16.0,0.0
218,25000.0,19650.0, 36 ,0.1025,636.36,2.0,4 years,MORTGAGE,147000.0,Source Verified,2010.0,debt_consolidation,TX,12.0,0.0,1.0,12.0,0.0,25691.0,0.244,35.0,1.0
219,16000.0,16000.0, 60 ,0.1607,389.69,4.0,10+ years,MORTGAGE,55200.0,Source Verified,2010.0,debt_consolidation,WA,11.67,0.0,0.0,3.0,0.0,14451.0,0.976,30.0,1.0
220,2800.0,2800.0, 60 ,0.1479,66.31,3.0,< 1 year,RENT,20496.0,Not Verified,2011.0,other,NC,7.26,0.0,1.0,4.0,0.0,5476.0,0.41200000000000003,10.0,0.0
221,3500.0,3500.0, 36 ,0.079,109.52,1.0,7 years,MORTGAGE,61440.0,Not Verified,2011.0,vacation,CA,6.46,1.0,0.0,6.0,0.0,15472.0,0.555,19.0,1.0
222,8400.0,8400.0, 36 ,0.1284,282.4,3.0,5 years,MORTGAGE,153000.0,Not Verified,2009.0,home_improvement,CA,0.39,0.0,3.0,7.0,0.0,5714.0,0.284,28.0,1.0
223,5000.0,5000.0, 36 ,0.12990000000000002,168.45,3.0,6 years,RENT,35000.0,Source Verified,2011.0,moving,NJ,4.08,0.0,1.0,6.0,0.0,4034.0,0.511,11.0,0.0
224,7800.0,7800.0, 36 ,0.1253,261.04,2.0,10+ years,MORTGAGE,42000.0,Not Verified,2010.0,debt_consolidation,AL,19.0,0.0,2.0,6.0,0.0,0.0,0.0,26.0,1.0
225,20000.0,20000.0, 60 ,0.1199,444.79,2.0,10+ years,MORTGAGE,65000.0,Verified,2011.0,debt_consolidation,MD,10.1,0.0,0.0,7.0,0.0,4965.0,0.7879999999999999,29.0,1.0
226,1500.0,1500.0, 60 ,0.1268,33.89,3.0,2 years,OWN,21000.0,Source Verified,2011.0,other,TX,22.29,0.0,0.0,7.0,0.0,437.0,0.29100000000000004,13.0,1.0
227,6500.0,6500.0, 36 ,0.1268,218.02,3.0,unknown,RENT,35000.0,Not Verified,2011.0,debt_consolidation,VA,5.55,0.0,0.0,4.0,0.0,0.0,0.441,11.0,1.0
228,5000.0,5000.0, 36 ,0.11359999999999999,164.55,2.0,10+ years,MORTGAGE,43200.0,Not Verified,2010.0,credit_card,FL,20.39,0.0,1.0,8.0,1.0,11407.0,0.7090000000000001,19.0,1.0
229,18000.0,18000.0, 36 ,0.1348,610.64,3.0,7 years,MORTGAGE,98000.0,Not Verified,2010.0,small_business,MD,18.82,0.0,0.0,9.0,0.0,48345.0,0.8059999999999999,21.0,0.0
230,10000.0,10000.0, 36 ,0.16449999999999998,353.8,5.0,5 years,MORTGAGE,60000.0,Verified,2010.0,debt_consolidation,CA,15.24,0.0,3.0,8.0,0.0,6661.0,0.74,8.0,0.0
231,17625.0,17625.0, 36 ,0.08900000000000001,559.66,1.0,1 year,RENT,45000.0,Verified,2011.0,debt_consolidation,TX,24.67,0.0,1.0,18.0,0.0,11148.0,0.445,51.0,1.0
232,6400.0,6400.0, 36 ,0.1099,209.5,2.0,4 years,RENT,20000.0,Not Verified,2011.0,other,PA,13.74,0.0,1.0,3.0,0.0,264.0,0.377,7.0,1.0
233,21000.0,21000.0, 36 ,0.07490000000000001,653.14,1.0,9 years,MORTGAGE,85000.0,Source Verified,2011.0,home_improvement,OK,12.07,0.0,0.0,7.0,0.0,11730.0,0.297,16.0,1.0
234,12000.0,12000.0, 36 ,0.1242,400.99,2.0,5 years,RENT,62400.0,Not Verified,2011.0,credit_card,CA,16.85,0.0,1.0,18.0,0.0,12900.0,0.635,28.0,1.0
235,6000.0,6000.0, 36 ,0.0932,191.69,1.0,10+ years,MORTGAGE,50004.0,Not Verified,2009.0,other,AL,5.28,0.0,1.0,8.0,0.0,6477.0,0.26,23.0,1.0
236,1800.0,1800.0, 60 ,0.10369999999999999,38.58,2.0,< 1 year,RENT,24000.0,Not Verified,2011.0,medical,FL,24.15,0.0,0.0,9.0,0.0,3783.0,0.284,33.0,1.0
237,20000.0,20000.0, 60 ,0.1349,460.1,3.0,10+ years,MORTGAGE,49200.0,Not Verified,2011.0,other,CO,16.85,0.0,0.0,8.0,0.0,23013.0,0.6970000000000001,24.0,1.0
238,5000.0,5000.0, 36 ,0.1562,174.85,4.0,8 years,MORTGAGE,60000.0,Not Verified,2011.0,other,NC,22.24,0.0,1.0,6.0,1.0,7171.0,0.875,13.0,1.0
239,8000.0,8000.0, 36 ,0.0729,248.08,1.0,3 years,MORTGAGE,86000.0,Not Verified,2011.0,credit_card,CO,2.53,0.0,2.0,5.0,0.0,10208.0,0.619,21.0,1.0
240,15000.0,15000.0, 36 ,0.10619999999999999,488.39,2.0,10+ years,MORTGAGE,86000.0,Verified,2010.0,home_improvement,CA,16.77,0.0,1.0,7.0,0.0,50343.0,0.81,24.0,1.0
241,20000.0,20000.0, 60 ,0.1223,447.22,3.0,< 1 year,MORTGAGE,105000.0,Verified,2010.0,other,GA,19.68,0.0,4.0,15.0,0.0,25209.0,0.359,32.0,1.0
242,12500.0,8400.0, 36 ,0.1199,278.97,2.0,9 years,RENT,101877.0,Source Verified,2011.0,debt_consolidation,NJ,15.45,0.0,0.0,13.0,0.0,13346.0,0.8290000000000001,22.0,1.0
243,12000.0,12000.0, 36 ,0.15960000000000002,421.65,3.0,4 years,RENT,50000.0,Not Verified,2011.0,car,CA,20.88,0.0,2.0,11.0,0.0,15793.0,0.9079999999999999,11.0,0.0
244,11000.0,11000.0, 36 ,0.0932,351.42,1.0,1 year,MORTGAGE,105000.0,Not Verified,2009.0,debt_consolidation,MI,4.33,0.0,1.0,12.0,0.0,5297.0,0.20199999999999999,28.0,1.0
245,10000.0,10000.0, 36 ,0.0788,312.81,1.0,< 1 year,RENT,51000.0,Not Verified,2010.0,other,PA,7.18,0.0,4.0,6.0,0.0,8658.0,0.418,21.0,1.0
246,8000.0,8000.0, 36 ,0.1099,261.88,2.0,10+ years,MORTGAGE,64000.0,Not Verified,2011.0,debt_consolidation,IL,16.54,0.0,0.0,13.0,1.0,13209.0,0.341,53.0,1.0
247,25000.0,25000.0, 36 ,0.157,875.27,4.0,5 years,MORTGAGE,68902.67,Not Verified,2010.0,debt_consolidation,CO,22.62,0.0,0.0,12.0,0.0,31174.0,0.8290000000000001,22.0,1.0
248,9400.0,9400.0, 60 ,0.1942,246.02,5.0,2 years,MORTGAGE,144000.0,Source Verified,2011.0,home_improvement,OH,8.68,1.0,3.0,9.0,0.0,64161.0,0.364,16.0,1.0
249,2500.0,2500.0, 36 ,0.1349,84.83,3.0,3 years,RENT,43000.0,Not Verified,2011.0,debt_consolidation,WI,12.39,0.0,2.0,4.0,0.0,2277.0,0.373,13.0,1.0
250,7800.0,7800.0, 36 ,0.0542,235.25,1.0,8 years,MORTGAGE,110000.0,Not Verified,2011.0,car,CA,5.24,0.0,0.0,6.0,0.0,13551.0,0.315,27.0,1.0
251,4000.0,4000.0, 36 ,0.11359999999999999,131.65,2.0,1 year,RENT,22800.0,Not Verified,2010.0,debt_consolidation,AZ,10.95,0.0,0.0,10.0,0.0,3523.0,0.336,15.0,1.0
252,15000.0,15000.0, 36 ,0.1306,505.85,3.0,3 years,MORTGAGE,45000.0,Source Verified,2011.0,credit_card,NY,22.61,0.0,0.0,9.0,0.0,11404.0,0.935,20.0,1.0
254,8000.0,8000.0, 36 ,0.1427,274.48,3.0,5 years,MORTGAGE,66000.0,Not Verified,2011.0,home_improvement,CA,2.11,0.0,1.0,11.0,0.0,0.0,0.0,18.0,0.0
255,20000.0,20000.0, 60 ,0.1523,478.22,3.0,9 years,MORTGAGE,56330.0,Verified,2011.0,debt_consolidation,WI,11.35,0.0,3.0,5.0,0.0,4685.0,0.625,11.0,1.0
256,16000.0,16000.0, 60 ,0.1223,357.78,3.0,10+ years,MORTGAGE,60000.0,Source Verified,2011.0,debt_consolidation,NC,6.94,0.0,1.0,5.0,0.0,16102.0,0.87,21.0,0.0
257,12000.0,12000.0, 36 ,0.0603,365.23,1.0,4 years,OWN,42000.0,Source Verified,2011.0,credit_card,NY,22.11,0.0,0.0,13.0,0.0,10100.0,0.19899999999999998,36.0,1.0
258,6000.0,6000.0, 36 ,0.1186,198.89,2.0,10+ years,MORTGAGE,92000.0,Verified,2010.0,medical,CA,7.87,0.0,0.0,7.0,1.0,6057.0,0.5820000000000001,13.0,1.0
259,15000.0,15000.0, 36 ,0.10369999999999999,486.62,2.0,1 year,MORTGAGE,95000.0,Not Verified,2011.0,credit_card,TX,24.52,0.0,0.0,5.0,0.0,10805.0,0.948,26.0,1.0
260,15000.0,15000.0, 60 ,0.1268,338.85,3.0,3 years,RENT,36996.0,Source Verified,2011.0,other,NC,7.56,0.0,0.0,11.0,0.0,839.0,0.046,13.0,1.0
261,25000.0,25000.0, 60 ,0.2077,673.11,7.0,2 years,RENT,80000.0,Verified,2010.0,debt_consolidation,CA,21.7,1.0,0.0,10.0,0.0,10510.0,0.735,19.0,1.0
262,25000.0,25000.0, 36 ,0.11359999999999999,822.78,2.0,10+ years,MORTGAGE,82000.0,Verified,2010.0,debt_consolidation,MD,17.15,0.0,0.0,8.0,0.0,29058.0,0.674,27.0,0.0
263,12000.0,12000.0, 60 ,0.1446,282.09,4.0,7 years,MORTGAGE,71000.0,Source Verified,2010.0,debt_consolidation,CA,20.5,0.0,0.0,11.0,0.0,8244.0,0.387,26.0,1.0
264,6000.0,6000.0, 36 ,0.1361,203.94,3.0,10+ years,RENT,29000.0,Verified,2010.0,credit_card,WA,16.8,0.0,0.0,4.0,0.0,12901.0,0.909,6.0,1.0
265,12000.0,12000.0, 36 ,0.1242,400.99,2.0,2 years,RENT,38000.0,Source Verified,2011.0,debt_consolidation,NV,12.92,1.0,0.0,14.0,0.0,2630.0,0.39799999999999996,23.0,1.0
267,14125.0,14125.0, 36 ,0.12990000000000002,475.86,3.0,6 years,MORTGAGE,44400.0,Verified,2011.0,debt_consolidation,MO,22.24,0.0,1.0,11.0,1.0,4728.0,0.675,34.0,1.0
268,5000.0,5000.0, 60 ,0.0751,100.22,1.0,2 years,MORTGAGE,30000.0,Not Verified,2010.0,car,WA,13.2,0.0,0.0,5.0,0.0,11013.0,0.28600000000000003,14.0,1.0
269,10000.0,10000.0, 36 ,0.09880000000000001,322.11,2.0,2 years,RENT,65000.0,Not Verified,2010.0,debt_consolidation,VA,8.79,0.0,0.0,6.0,0.0,5428.0,0.213,6.0,1.0
270,6000.0,6000.0, 36 ,0.079,187.75,1.0,5 years,MORTGAGE,139200.0,Not Verified,2011.0,car,PA,20.09,0.0,0.0,19.0,0.0,33725.0,0.434,31.0,1.0
271,5000.0,5000.0, 36 ,0.1149,164.86,2.0,10+ years,MORTGAGE,140000.0,Not Verified,2011.0,home_improvement,PA,8.77,0.0,2.0,9.0,0.0,10819.0,0.598,29.0,1.0
272,16800.0,16800.0, 36 ,0.0737,521.57,1.0,< 1 year,RENT,78000.0,Source Verified,2009.0,car,MA,1.15,0.0,2.0,8.0,0.0,800.0,0.023,10.0,1.0
273,8000.0,8000.0, 36 ,0.1074,260.93,2.0,5 years,RENT,75000.0,Source Verified,2011.0,debt_consolidation,GA,4.06,0.0,2.0,13.0,0.0,7369.0,0.23600000000000002,21.0,1.0
274,7250.0,7250.0, 36 ,0.1065,236.16,2.0,1 year,RENT,62467.0,Source Verified,2011.0,credit_card,DC,14.08,0.0,0.0,13.0,0.0,8832.0,0.462,19.0,1.0
275,16000.0,16000.0, 60 ,0.1112,348.84,2.0,< 1 year,MORTGAGE,45000.0,Verified,2010.0,debt_consolidation,DE,10.88,0.0,4.0,6.0,0.0,5139.0,0.278,25.0,1.0
